0, 0, 2, 2, 2, 0.109
1, 0, 2, 2, 3, 0.012
2, 0, 2, 2, 5, 0.105
0, 1, 2, 2, 4, 0.070
1, 1, 2, 2, 2, 0.059
2, 1, 2, 2, 2, 0.025
0, 2, 2, 2, 1, 0.054
1, 2, 2, 2, 3, 0.073
2, 2, 0, 0, 0, 0.000
